aar_id,title,gsu_analysis_title,date,anl_id,code,country,area,overall_phase,p3_plus_population,p3_plus_population_percentage,analysis_date,fanalysis_date,current_from_date,current_thru_date,projected_from_date,projected_thru_date,second_projected_from_date,second_projected_thru_date,current_period_dates,projected_period_dates,second_projected_period_dates,analysis_period,estimated_population_current,estimated_population_projected,estimated_population_second_projected,group_name,aag_id,condition,period,census_population,view_level,phase1_C_population,phase1_C_percentage,phase6_C_population,phase6_C_percentage,overall_phase_C,phase2_C_population,phase2_C_percentage,phase3_C_population,phase3_C_percentage,phase4_C_population,phase4_C_percentage,phase5_C_population,phase5_C_percentage,phase3_P_population,phase3_P_percentage,phase6_P_population,phase6_P_percentage,overall_phase_P,phase2_P_population,phase2_P_percentage,phase5_P_population,phase5_P_percentage,phase4_P_population,phase4_P_percentage,phase1_P_population,phase1_P_percentage,phase3_A_population,phase3_A_percentage,phase6_A_population,phase6_A_percentage,overall_phase_A,phase1_A_population,phase1_A_percentage,phase2_A_population,phase2_A_percentage,phase4_A_population,phase4_A_percentage,phase5_A_population,phase5_A_percentage
19976791,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kankia,1,4608,0.02,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,230417,230417,0,Katsina,19975810,A,C,212102250,area,191246,0.83,4608,0.02,1,34563,0.15,4608,0.02,0,0,0,0,9217,0.04,9217,0.04,2,39171,0.17,0,0,0,0,182029,0.79,,,,,,,,,,,,,
19976794,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kano municipal,2,29496,0.05,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,589913,589913,0,Kano,19975637,A,C,212102250,area,430636,0.73,29496,0.05,2,129781,0.22,29496,0.05,0,0,0,0,53092,0.09,53092,0.09,2,206470,0.35,0,0,0,0,330351,0.56,,,,,,,,,,,,,
19976797,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Karasuwa,2,25780,0.12,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,171849,171849,0,Yobe,19975800,A,C,212102250,area,85924,0.5,25780,0.12,2,60147,0.35,20622,0.12,5155,0,3,0,44681,0.26,61869,0.36,3,46399,0.27,3,0,17185,0.1,63584,0.37,,,,,,,,,,,,,
19976800,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Karaye,1,2289,0.01,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,228890,228890,0,Kano,19975637,A,C,212102250,area,199134,0.87,2289,0.01,1,27467,0.12,2289,0.01,0,0,0,0,4578,0.02,4578,0.02,1,34334,0.15,0,0,0,0,189979,0.83,,,,,,,,,,,,,
19976803,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Karin-lamido,1,5876,0.02,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,293820,293820,0,Taraba,19975737,A,C,212102250,area,249747,0.85,5876,0.02,1,38197,0.13,5876,0.02,0,0,0,0,8815,0.03,8815,0.03,1,38197,0.13,0,0,0,0,246809,0.84,,,,,,,,,,,,,
19976809,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Katagum,1,14179,0.03,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,472645,472645,0,Bauchi,19975694,A,C,212102250,area,392296,0.83,14179,0.03,1,66170,0.14,14179,0.03,0,0,0,0,23632,0.05,23632,0.05,2,108708,0.23,0,0,0,0,340305,0.72,,,,,,,,,,,,,
19976812,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Katcha,2,32818,0.17,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,193048,193048,0,Niger,19975597,A,C,212102250,area,88802,0.46,32818,0.17,2,71428,0.37,32818,0.17,0,0,0,0,34749,0.18,34749,0.18,2,77219,0.4,0,0,0,0,81080,0.42,,,,,,,,,,,,,
19976815,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Katsina,2,53260,0.11,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,484185,484185,0,Katsina,19975810,A,C,212102250,area,237250,0.49,53260,0.11,2,193674,0.4,53260,0.11,0,0,0,0,67786,0.14,72628,0.15,2,217883,0.45,0,0,4842,0.01,193674,0.4,,,,,,,,,,,,,
19976818,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Katsina-ala,1,13726,0.04,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,343158,343158,0,Benue,19975576,A,C,212102250,area,288253,0.84,13726,0.04,1,41179,0.12,13726,0.04,0,0,0,0,17158,0.05,17158,0.05,1,44611,0.13,0,0,0,0,281390,0.82,,,,,,,,,,,,,
19976821,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kaugama,2,17961,0.09,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,199570,199570,0,Jigawa,19975775,A,C,212102250,area,153669,0.77,17961,0.09,2,27940,0.14,17961,0.09,0,0,0,0,21953,0.11,21953,0.11,2,29936,0.15,0,0,0,0,147682,0.74,,,,,,,,,,,,,
19976824,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kaura,2,39349,0.15,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,262329,262329,0,Kaduna,19975888,A,C,212102250,area,144281,0.55,39349,0.15,2,78699,0.3,39349,0.15,0,0,0,0,47219,0.18,47219,0.18,2,97062,0.37,0,0,0,0,118048,0.45,,,,,,,,,,,,,
19976830,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kauru,2,49861,0.15,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,332408,332408,0,Kaduna,19975888,A,C,212102250,area,182824,0.55,49861,0.15,2,99722,0.3,49861,0.15,0,0,0,0,59833,0.18,59833,0.18,2,122991,0.37,0,0,0,0,149584,0.45,,,,,,,,,,,,,
19976833,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kazaure,1,12468,0.05,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,249362,249362,0,Jigawa,19975775,A,C,212102250,area,201983,0.81,12468,0.05,1,34911,0.14,12468,0.05,0,0,0,0,14962,0.06,14962,0.06,1,34911,0.14,0,0,0,0,199489,0.8,,,,,,,,,,,,,
19976839,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kebbe,2,25398,0.1,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,253975,253975,0,Sokoto,19975878,A,C,212102250,area,126988,0.5,25398,0.1,2,101590,0.4,25398,0.1,0,0,0,0,38096,0.15,38096,0.15,2,114289,0.45,0,0,0,0,101590,0.4,,,,,,,,,,,,,
19976848,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kibiya,1,2203,0.01,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,220266,220266,0,Kano,19975637,A,C,212102250,area,191631,0.87,2203,0.01,1,26432,0.12,2203,0.01,0,0,0,0,4405,0.02,4405,0.02,1,33040,0.15,0,0,0,0,182821,0.83,,,,,,,,,,,,,
19976851,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kirfi,1,4715,0.02,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,235737,235737,0,Bauchi,19975694,A,C,212102250,area,200376,0.85,4715,0.02,1,30646,0.13,4715,0.02,0,0,0,0,7072,0.03,7072,0.03,1,35360,0.15,0,0,0,0,193304,0.82,,,,,,,,,,,,,
19976854,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kiri kasamma,2,26818,0.09,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,297980,297980,0,Jigawa,19975775,A,C,212102250,area,229445,0.77,26818,0.09,2,41717,0.14,26818,0.09,0,0,0,0,32778,0.11,32778,0.11,2,44697,0.15,0,0,0,0,220505,0.74,,,,,,,,,,,,,
19976857,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kiru,1,4245,0.01,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,424535,424535,0,Kano,19975637,A,C,212102250,area,369345,0.87,4245,0.01,1,50944,0.12,4245,0.01,0,0,0,0,8491,0.02,8491,0.02,1,63680,0.15,0,0,0,0,352364,0.83,,,,,,,,,,,,,
19976860,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kiyawa,1,10704,0.04,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,267606,267606,0,Jigawa,19975775,A,C,212102250,area,222113,0.83,10704,0.04,1,34789,0.13,10704,0.04,0,0,0,0,13380,0.05,13380,0.05,1,37465,0.14,0,0,0,0,216761,0.81,,,,,,,,,,,,,
19976866,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Koko/besse,2,7013,0.03,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,233772,233772,0,Kebbi,19975687,A,C,212102250,area,184680,0.79,7013,0.03,2,42079,0.18,7013,0.03,0,0,0,0,14026,0.06,14026,0.06,2,37404,0.16,0,0,0,0,182342,0.78,,,,,,,,,,,,,
19976875,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Konduga,3,83823,0.33,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,258259,258259,0,Borno,19975527,A,C,212102250,area,97663,0.38,83823,0.33,3,76773,0.3,66680,0.26,17143,0.07,0,0,91801,0.36,121857,0.48,3,99778,0.39,0,0,30056,0.12,36624,0.14,,,,,,,,,,,,,
19976878,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Konshisha,1,13788,0.04,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,344712,344712,0,Benue,19975576,A,C,212102250,area,289558,0.84,13788,0.04,1,41365,0.12,13788,0.04,0,0,0,0,17236,0.05,17236,0.05,1,44813,0.13,0,0,0,0,282664,0.82,,,,,,,,,,,,,
19976881,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kontagora,2,29821,0.12,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,248509,248509,0,Niger,19975597,A,C,212102250,area,131710,0.53,29821,0.12,2,86978,0.35,29821,0.12,0,0,0,0,32306,0.13,32306,0.13,2,106859,0.43,0,0,0,0,109344,0.44,,,,,,,,,,,,,
19976887,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kubau,2,29518,0.07,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,421686,421686,0,Kaduna,19975888,A,C,212102250,area,295180,0.7,29518,0.07,2,96988,0.23,29518,0.07,0,0,0,0,42169,0.1,42169,0.1,2,126506,0.3,0,0,0,0,253012,0.6,,,,,,,,,,,,,
19976890,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kudan,2,14612,0.07,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,208745,208745,0,Kaduna,19975888,A,C,212102250,area,146122,0.7,14612,0.07,2,48011,0.23,14612,0.07,0,0,0,0,20875,0.1,20875,0.1,2,62624,0.3,0,0,0,0,125247,0.6,,,,,,,,,,,,,
19976893,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kuje,2,89680,0.15,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,589998,589998,0,Federal Capital Territory,19975531,A,C,212102250,area,329219,0.56,89680,0.15,2,171099,0.29,89680,0.15,0,0,0,0,102069,0.17,103839,0.17,2,227149,0.38,0,0,1770,0,259010,0.44,,,,,,,,,,,,,
19976896,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kukawa,4,55293,0.5,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,110587,110587,0,Borno,19975527,A,C,212102250,area,27647,0.25,55293,0.5,4,27647,0.25,33176,0.3,22117,0.2,0,0,55294,0.5,82941,0.75,4,16588,0.15,0,0,27647,0.25,11059,0.1,,,,,,,,,,,,,
19976899,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kumbotso,2,23390,0.05,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,467794,467794,0,Kano,19975637,A,C,212102250,area,341489,0.73,23390,0.05,2,102915,0.22,23390,0.05,0,0,0,0,42101,0.09,42101,0.09,2,163728,0.35,0,0,0,0,261964,0.56,,,,,,,,,,,,,
19976902,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kunchi,1,1751,0.01,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,175062,175062,0,Kano,19975637,A,C,212102250,area,148803,0.85,1751,0.01,1,24509,0.14,1751,0.01,0,0,0,0,3501,0.02,3501,0.02,1,29761,0.17,0,0,0,0,141800,0.81,,,,,,,,,,,,,
19976905,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kura,2,11369,0.05,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,227379,227379,0,Kano,19975637,A,C,212102250,area,165987,0.73,11369,0.05,2,50023,0.22,11369,0.05,0,0,0,0,20464,0.09,20464,0.09,2,79583,0.35,0,0,0,0,127332,0.56,,,,,,,,,,,,,
19976908,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kurfi,2,19537,0.11,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,177613,177613,0,Katsina,19975810,A,C,212102250,area,87030,0.49,19537,0.11,2,71045,0.4,19537,0.11,0,0,0,0,24866,0.14,26642,0.15,2,79926,0.45,0,0,1776,0.01,71045,0.4,,,,,,,,,,,,,
19976911,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kurmi,1,2766,0.02,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,138304,138304,0,Taraba,19975737,A,C,212102250,area,121708,0.88,2766,0.02,1,13830,0.1,2766,0.02,0,0,0,0,2766,0.02,2766,0.02,1,16596,0.12,0,0,0,0,118941,0.86,,,,,,,,,,,,,
19976914,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kusada,1,2994,0.02,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,149682,149682,0,Katsina,19975810,A,C,212102250,area,124236,0.83,2994,0.02,1,22452,0.15,2994,0.02,0,0,0,0,5987,0.04,5987,0.04,2,25446,0.17,0,0,0,0,118249,0.79,,,,,,,,,,,,,
19976917,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kwali,2,79701,0.16,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,498135,498135,0,Federal Capital Territory,19975531,A,C,212102250,area,254049,0.51,79701,0.16,2,164385,0.33,74720,0.15,4981,0.01,0,0,79702,0.16,89665,0.18,2,184310,0.37,0,0,9963,0.02,224161,0.45,,,,,,,,,,,,,
19976920,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kwami,1,5883,0.02,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,294126,294126,0,Gombe,19975647,A,C,212102250,area,241183,0.82,5883,0.02,1,47060,0.16,5883,0.02,0,0,0,0,8824,0.03,8824,0.03,2,55884,0.19,0,0,0,0,229418,0.78,,,,,,,,,,,,,
19976923,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kwande,1,15137,0.04,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,378424,378424,0,Benue,19975576,A,C,212102250,area,317876,0.84,15137,0.04,1,45411,0.12,15137,0.04,0,0,0,0,18921,0.05,18921,0.05,1,49195,0.13,0,0,0,0,310308,0.82,,,,,,,,,,,,,
19976926,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kware,2,24677,0.16,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,154233,154233,0,Sokoto,19975878,A,C,212102250,area,72490,0.47,24677,0.16,2,57066,0.37,23135,0.15,1542,0.01,0,0,24677,0.16,29304,0.19,2,69405,0.45,0,0,4627,0.03,55524,0.36,,,,,,,,,,,,,
19976929,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Kwaya kusar,1,2786,0.02,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,139318,139318,0,Borno,19975527,A,C,212102250,area,115634,0.83,2786,0.02,1,20898,0.15,2786,0.02,0,0,0,0,6966,0.05,6966,0.05,2,34829,0.25,0,0,0,0,97522,0.7,,,,,,,,,,,,,
19976944,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Lamurde,2,29602,0.17,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,174132,174132,0,Adamawa,19976028,A,C,212102250,area,71394,0.41,29602,0.17,2,73135,0.42,29602,0.17,0,0,0,0,43533,0.25,43533,0.25,3,87066,0.5,0,0,0,0,43533,0.25,,,,,,,,,,,,,
19976947,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Langtang north,1,4218,0.02,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,210914,210914,0,Plateau,19975826,A,C,212102250,area,179277,0.85,4218,0.02,1,27419,0.13,4218,0.02,0,0,0,0,8437,0.04,8437,0.04,1,29528,0.14,0,0,0,0,172949,0.82,,,,,,,,,,,,,
19976950,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Langtang south,1,3117,0.02,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,155867,155867,0,Plateau,19975826,A,C,212102250,area,132487,0.85,3117,0.02,1,20263,0.13,3117,0.02,0,0,0,0,6235,0.04,6235,0.04,1,21821,0.14,0,0,0,0,127811,0.82,,,,,,,,,,,,,
19976953,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Lapai,2,31240,0.17,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,183763,183763,0,Niger,19975597,A,C,212102250,area,84531,0.46,31240,0.17,2,67992,0.37,31240,0.17,0,0,0,0,33077,0.18,33077,0.18,2,73505,0.4,0,0,0,0,77180,0.42,,,,,,,,,,,,,
19976956,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Lau,1,2885,0.02,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,144225,144225,0,Taraba,19975737,A,C,212102250,area,122591,0.85,2885,0.02,1,18749,0.13,2885,0.02,0,0,0,0,4327,0.03,4327,0.03,1,18749,0.13,0,0,0,0,121149,0.84,,,,,,,,,,,,,
19976959,Cadre Harmonisé Analysis October 2020,CH Food and Nutrition Insecurity Situation October - December 2020 and projections for June – August 2021,"Dec 04, 2020",19975524,NG,Nigeria,Lavun,2,56983,0.17,Oct 2020,20201026,Oct 2020,Dec 2020,Jun 2021,Aug 2021,,,Oct 2020 - Dec 2020,Jun 2021 - Aug 2021,"",Jun 2021 - Aug 2021,335192,335192,0,Niger,19975597,A,C,212102250,area,154188,0.46,56983,0.17,2,124021,0.37,56983,0.17,0,0,0,0,60335,0.18,60335,0.18,2,134077,0.4,0,0,0,0,140781,0.42,,,,,,,,,,,,,
